,home_team,away_team,winner,tie,day,date,time,pts_win,pts_loss,yds_win,turnovers_win,yds_loss,turnovers_loss,home_team_name,home_team_city,away_team_name,away_team_city,AttendanceID,StandingsID,gameID,total,home,away,weekly_attendance,year,wins,loss,points_for,points_against,points_differential,margin_of_victory,strength_of_schedule,simple_rating,offensive_ranking,defensive_ranking,playoffs,sb_winner
72,New York Giants,Pittsburgh Steelers,New York Giants,0,Sun,December 10,1:03PM,30,10,394,0,264,1,Giants,New York,Steelers,Pittsburgh,Giants200015,Giants2000,200015New York Giants,1135455.0,624085.0,511370.0,78164.0,2000,12,4,328,246,82,5.1,-2.7,2.4,-1.3,3.8,Playoffs,No Superbowl
73,New York Giants,Jacksonville Jaguars,New York Giants,0,Sat,December 23,12:37PM,28,25,373,1,327,2,Giants,New York,Jaguars,Jacksonville,Giants200017,Giants2000,200017New York Giants,1135455.0,624085.0,511370.0,77924.0,2000,12,4,328,246,82,5.1,-2.7,2.4,-1.3,3.8,Playoffs,No Superbowl
76,Dallas Cowboys,Philadelphia Eagles,Philadelphia Eagles,0,Sun,September 3,4:05PM,41,14,425,3,167,2,Cowboys,Dallas,Eagles,Philadelphia,Cowboys20001,Cowboys2000,20001Dallas Cowboys,1075470.0,504360.0,571110.0,62872.0,2000,5,11,294,361,-67,-4.2,-0.4,-4.6,-1.5,-3.0,No Playoffs,No Superbowl
77,Dallas Cowboys,San Francisco 49ers,San Francisco 49ers,0,Sun,September 24,1:05PM,41,24,439,0,298,3,Cowboys,Dallas,49ers,San Francisco,Cowboys20004,Cowboys2000,20004Dallas Cowboys,1075470.0,504360.0,571110.0,64127.0,2000,5,11,294,361,-67,-4.2,-0.4,-4.6,-1.5,-3.0,No Playoffs,No Superbowl
78,Dallas Cowboys,Arizona Cardinals,Dallas Cowboys,0,Sun,October 22,1:00PM,48,7,347,0,276,3,Cowboys,Dallas,Cardinals,Arizona,Cowboys20008,Cowboys2000,20008Dallas Cowboys,1075470.0,504360.0,571110.0,62981.0,2000,5,11,294,361,-67,-4.2,-0.4,-4.6,-1.5,-3.0,No Playoffs,No Superbowl
79,Dallas Cowboys,Jacksonville Jaguars,Jacksonville Jaguars,0,Sun,October 29,4:15PM,23,17,392,0,325,3,Cowboys,Dallas,Jaguars,Jacksonville,Cowboys20009,Cowboys2000,20009Dallas Cowboys,1075470.0,504360.0,571110.0,63554.0,2000,5,11,294,361,-67,-4.2,-0.4,-4.6,-1.5,-3.0,No Playoffs,No Superbowl
80,Dallas Cowboys,Cincinnati Bengals,Dallas Cowboys,0,Sun,November 12,1:00PM,23,6,405,1,195,2,Cowboys,Dallas,Bengals,Cincinnati,Cowboys200011,Cowboys2000,200011Dallas Cowboys,1075470.0,504360.0,571110.0,62170.0,2000,5,11,294,361,-67,-4.2,-0.4,-4.6,-1.5,-3.0,No Playoffs,No Superbowl
81,Dallas Cowboys,Minnesota Vikings,Minnesota Vikings,0,Thu,November 23,4:08PM,27,15,360,0,404,2,Cowboys,Dallas,Vikings,Minnesota,Cowboys200013,Cowboys2000,200013Dallas Cowboys,1075470.0,504360.0,571110.0,63878.0,2000,5,11,294,361,-67,-4.2,-0.4,-4.6,-1.5,-3.0,No Playoffs,No Superbowl
82,Dallas Cowboys,Washington Redskins,Dallas Cowboys,0,Sun,December 10,4:15PM,32,13,314,0,270,2,Cowboys,Dallas,Redskins,Washington,Cowboys200015,Cowboys2000,200015Dallas Cowboys,1075470.0,504360.0,571110.0,63467.0,2000,5,11,294,361,-67,-4.2,-0.4,-4.6,-1.5,-3.0,No Playoffs,No Superbowl
83,Dallas Cowboys,New York Giants,New York Giants,0,Sun,December 17,8:20PM,17,13,225,1,145,3,Cowboys,Dallas,Giants,New York,Cowboys200016,Cowboys2000,200016Dallas Cowboys,1075470.0,504360.0,571110.0,61311.0,2000,5,11,294,361,-67,-4.2,-0.4,-4.6,-1.5,-3.0,No Playoffs,No Superbowl
84,Oakland Raiders,San Diego Chargers,Oakland Raiders,0,Sun,September 3,4:15PM,9,6,233,0,255,4,Raiders,Oakland,Chargers,San Diego,Raiders20001,Raiders2000,20001Oakland Raiders,998655.0,462515.0,536140.0,56373.0,2000,12,4,479,299,180,11.3,-1.5,9.7,8.0,1.8,Playoffs,No Superbowl
85,Oakland Raiders,Denver Broncos,Denver Broncos,0,Sun,September 17,4:05PM,33,24,387,1,263,4,Raiders,Oakland,Broncos,Denver,Raiders20003,Raiders2000,20003Oakland Raiders,998655.0,462515.0,536140.0,62078.0,2000,12,4,479,299,180,11.3,-1.5,9.7,8.0,1.8,Playoffs,No Superbowl
86,Oakland Raiders,Cleveland Browns,Oakland Raiders,0,Sun,September 24,4:17PM,36,10,292,0,230,2,Raiders,Oakland,Browns,Cleveland,Raiders20004,Raiders2000,20004Oakland Raiders,998655.0,462515.0,536140.0,45702.0,2000,12,4,479,299,180,11.3,-1.5,9.7,8.0,1.8,Playoffs,No Superbowl
87,Oakland Raiders,Seattle Seahawks,Oakland Raiders,0,Sun,October 22,4:05PM,31,3,380,1,283,3,Raiders,Oakland,Seahawks,Seattle,Raiders20008,Raiders2000,20008Oakland Raiders,998655.0,462515.0,536140.0,57490.0,2000,12,4,479,299,180,11.3,-1.5,9.7,8.0,1.8,Playoffs,No Superbowl
88,Oakland Raiders,Kansas City Chiefs,Oakland Raiders,0,Sun,November 5,1:15PM,49,31,473,0,513,3,Raiders,Oakland,Chiefs,Kansas City,Raiders200010,Raiders2000,200010Oakland Raiders,998655.0,462515.0,536140.0,62428.0,2000,12,4,479,299,180,11.3,-1.5,9.7,8.0,1.8,Playoffs,No Superbowl
89,Oakland Raiders,Atlanta Falcons,Oakland Raiders,0,Sun,November 26,4:05PM,41,14,492,1,181,2,Raiders,Oakland,Falcons,Atlanta,Raiders200013,Raiders2000,200013Oakland Raiders,998655.0,462515.0,536140.0,55175.0,2000,12,4,479,299,180,11.3,-1.5,9.7,8.0,1.8,Playoffs,No Superbowl
90,Oakland Raiders,New York Jets,Oakland Raiders,0,Sun,December 10,8:35PM,31,7,330,1,300,4,Raiders,Oakland,Jets,New York,Raiders200015,Raiders2000,200015Oakland Raiders,998655.0,462515.0,536140.0,62632.0,2000,12,4,479,299,180,11.3,-1.5,9.7,8.0,1.8,Playoffs,No Superbowl
91,Oakland Raiders,Carolina Panthers,Oakland Raiders,0,Sun,December 24,4:15PM,52,9,409,0,297,4,Raiders,Oakland,Panthers,Carolina,Raiders200017,Raiders2000,200017Oakland Raiders,998655.0,462515.0,536140.0,60637.0,2000,12,4,479,299,180,11.3,-1.5,9.7,8.0,1.8,Playoffs,No Superbowl
94,Miami Dolphins,Seattle Seahawks,Miami Dolphins,0,Sun,September 3,4:16PM,23,0,308,1,143,6,Dolphins,Miami,Seahawks,Seattle,Dolphins20001,Dolphins2000,20001Miami Dolphins,1118883.0,589909.0,528974.0,72949.0,2000,11,5,323,226,97,6.1,1.0,7.1,0.0,7.1,Playoffs,No Superbowl
95,Miami Dolphins,Baltimore Ravens,Miami Dolphins,0,Sun,September 17,8:36PM,19,6,258,1,262,1,Dolphins,Miami,Ravens,Baltimore,Dolphins20003,Dolphins2000,20003Miami Dolphins,1118883.0,589909.0,528974.0,73464.0,2000,11,5,323,226,97,6.1,1.0,7.1,0.0,7.1,Playoffs,No Superbowl
96,Miami Dolphins,New England Patriots,Miami Dolphins,0,Sun,September 24,1:03PM,10,3,242,3,210,2,Dolphins,Miami,Patriots,New England,Dolphins20004,Dolphins2000,20004Miami Dolphins,1118883.0,589909.0,528974.0,73344.0,2000,11,5,323,226,97,6.1,1.0,7.1,0.0,7.1,Playoffs,No Superbowl
97,Miami Dolphins,Buffalo Bills,Miami Dolphins,0,Sun,October 8,1:02PM,22,13,254,1,254,2,Dolphins,Miami,Bills,Buffalo,Dolphins20006,Dolphins2000,20006Miami Dolphins,1118883.0,589909.0,528974.0,73901.0,2000,11,5,323,226,97,6.1,1.0,7.1,0.0,7.1,Playoffs,No Superbowl
98,Miami Dolphins,Green Bay Packers,Miami Dolphins,0,Sun,October 29,1:02PM,28,20,296,1,319,2,Dolphins,Miami,Packers,Green Bay,Dolphins20009,Dolphins2000,20009Miami Dolphins,1118883.0,589909.0,528974.0,73740.0,2000,11,5,323,226,97,6.1,1.0,7.1,0.0,7.1,Playoffs,No Superbowl
99,Miami Dolphins,New York Jets,New York Jets,0,Sun,November 19,4:05PM,20,3,239,2,200,4,Dolphins,Miami,Jets,New York,Dolphins200012,Dolphins2000,200012Miami Dolphins,1118883.0,589909.0,528974.0,74320.0,2000,11,5,323,226,97,6.1,1.0,7.1,0.0,7.1,Playoffs,No Superbowl
100,Miami Dolphins,Tampa Bay Buccaneers,Tampa Bay Buccaneers,0,Sun,December 10,1:02PM,16,13,221,1,254,5,Dolphins,Miami,Buccaneers,Tampa Bay,Dolphins200015,Dolphins2000,200015Miami Dolphins,1118883.0,589909.0,528974.0,74307.0,2000,11,5,323,226,97,6.1,1.0,7.1,0.0,7.1,Playoffs,No Superbowl
101,Miami Dolphins,Indianapolis Colts,Indianapolis Colts,0,Sun,December 17,4:16PM,20,13,327,2,272,3,Dolphins,Miami,Colts,Indianapolis,Dolphins200016,Dolphins2000,200016Miami Dolphins,1118883.0,589909.0,528974.0,73884.0,2000,11,5,323,226,97,6.1,1.0,7.1,0.0,7.1,Playoffs,No Superbowl
103,Green Bay Packers,New York Jets,New York Jets,0,Sun,September 3,4:20PM,20,16,379,1,211,2,Packers,Green Bay,Jets,New York,Packers20001,Packers2000,20001Green Bay Packers,1049602.0,478747.0,570855.0,59870.0,2000,9,7,353,323,30,1.9,0.6,2.5,1.8,0.7,No Playoffs,No Superbowl
104,Green Bay Packers,Philadelphia Eagles,Green Bay Packers,0,Sun,September 17,1:02PM,6,3,236,4,171,1,Packers,Green Bay,Eagles,Philadelphia,Packers20003,Packers2000,20003Green Bay Packers,1049602.0,478747.0,570855.0,59869.0,2000,9,7,353,323,30,1.9,0.6,2.5,1.8,0.7,No Playoffs,No Superbowl
105,Green Bay Packers,Chicago Bears,Chicago Bears,0,Sun,October 1,4:15PM,27,24,370,0,364,3,Packers,Green Bay,Bears,Chicago,Packers20005,Packers2000,20005Green Bay Packers,1049602.0,478747.0,570855.0,59869.0,2000,9,7,353,323,30,1.9,0.6,2.5,1.8,0.7,No Playoffs,No Superbowl
106,Green Bay Packers,San Francisco 49ers,Green Bay Packers,0,Sun,October 15,4:15PM,31,28,378,0,414,0,Packers,Green Bay,49ers,San Francisco,Packers20007,Packers2000,20007Green Bay Packers,1049602.0,478747.0,570855.0,59870.0,2000,9,7,353,323,30,1.9,0.6,2.5,1.8,0.7,No Playoffs,No Superbowl
107,Green Bay Packers,Minnesota Vikings,Green Bay Packers,0,Mon,November 6,9:09PM,26,20,298,0,407,5,Packers,Green Bay,Vikings,Minnesota,Packers200010,Packers2000,200010Green Bay Packers,1049602.0,478747.0,570855.0,59854.0,2000,9,7,353,323,30,1.9,0.6,2.5,1.8,0.7,No Playoffs,No Superbowl
108,Green Bay Packers,Indianapolis Colts,Green Bay Packers,0,Sun,November 19,1:02PM,26,24,432,1,338,2,Packers,Green Bay,Colts,Indianapolis,Packers200012,Packers2000,200012Green Bay Packers,1049602.0,478747.0,570855.0,59869.0,2000,9,7,353,323,30,1.9,0.6,2.5,1.8,0.7,No Playoffs,No Superbowl
109,Green Bay Packers,Detroit Lions,Green Bay Packers,0,Sun,December 10,1:02PM,26,13,330,2,293,5,Packers,Green Bay,Lions,Detroit,Packers200015,Packers2000,200015Green Bay Packers,1049602.0,478747.0,570855.0,59854.0,2000,9,7,353,323,30,1.9,0.6,2.5,1.8,0.7,No Playoffs,No Superbowl
110,Green Bay Packers,Tampa Bay Buccaneers,Green Bay Packers,0,Sun,December 24,1:02PM,17,14,319,4,272,0,Packers,Green Bay,Buccaneers,Tampa Bay,Packers200017,Packers2000,200017Green Bay Packers,1049602.0,478747.0,570855.0,59692.0,2000,9,7,353,323,30,1.9,0.6,2.5,1.8,0.7,No Playoffs,No Superbowl
111,Buffalo Bills,Tennessee Titans,Buffalo Bills,0,Sun,September 3,8:35PM,16,13,266,0,172,1,Bills,Buffalo,Titans,Tennessee,Bills20001,Bills2000,20001Buffalo Bills,1098587.0,560695.0,537892.0,72492.0,2000,8,8,315,350,-35,-2.2,2.2,0.0,0.5,-0.5,No Playoffs,No Superbowl
112,Buffalo Bills,Green Bay Packers,Buffalo Bills,0,Sun,September 10,1:01PM,27,18,309,1,274,3,Bills,Buffalo,Packers,Green Bay,Bills20002,Bills2000,20002Buffalo Bills,1098587.0,560695.0,537892.0,77722.0,2000,8,8,315,350,-35,-2.2,2.2,0.0,0.5,-0.5,No Playoffs,No Superbowl
113,Buffalo Bills,Indianapolis Colts,Indianapolis Colts,0,Sun,October 1,1:01PM,18,16,265,1,385,0,Bills,Buffalo,Colts,Indianapolis,Bills20005,Bills2000,20005Buffalo Bills,1098587.0,560695.0,537892.0,72617.0,2000,8,8,315,350,-35,-2.2,2.2,0.0,0.5,-0.5,No Playoffs,No Superbowl
114,Buffalo Bills,San Diego Chargers,Buffalo Bills,0,Sun,October 15,1:01PM,27,24,424,2,303,4,Bills,Buffalo,Chargers,San Diego,Bills20007,Bills2000,20007Buffalo Bills,1098587.0,560695.0,537892.0,72351.0,2000,8,8,315,350,-35,-2.2,2.2,0.0,0.5,-0.5,No Playoffs,No Superbowl
115,Buffalo Bills,New York Jets,Buffalo Bills,0,Sun,October 29,1:01PM,23,20,338,0,337,4,Bills,Buffalo,Jets,New York,Bills20009,Bills2000,20009Buffalo Bills,1098587.0,560695.0,537892.0,72861.0,2000,8,8,315,350,-35,-2.2,2.2,0.0,0.5,-0.5,No Playoffs,No Superbowl
116,Buffalo Bills,Chicago Bears,Buffalo Bills,0,Sun,November 12,1:02PM,20,3,299,1,234,4,Bills,Buffalo,Bears,Chicago,Bills200011,Bills2000,200011Buffalo Bills,1098587.0,560695.0,537892.0,72420.0,2000,8,8,315,350,-35,-2.2,2.2,0.0,0.5,-0.5,No Playoffs,No Superbowl
117,Buffalo Bills,Miami Dolphins,Miami Dolphins,0,Sun,December 3,1:02PM,33,6,333,1,196,3,Bills,Buffalo,Dolphins,Miami,Bills200014,Bills2000,200014Buffalo Bills,1098587.0,560695.0,537892.0,73002.0,2000,8,8,315,350,-35,-2.2,2.2,0.0,0.5,-0.5,No Playoffs,No Superbowl
118,Buffalo Bills,New England Patriots,New England Patriots,0,Sun,December 17,1:02PM,13,10,331,0,347,1,Bills,Buffalo,Patriots,New England,Bills200016,Bills2000,200016Buffalo Bills,1098587.0,560695.0,537892.0,47230.0,2000,8,8,315,350,-35,-2.2,2.2,0.0,0.5,-0.5,No Playoffs,No Superbowl
119,St. Louis Rams,Denver Broncos,St. Louis Rams,0,Mon,September 4,9:07PM,41,36,513,3,424,0,Rams,St. Louis,Broncos,Denver,Rams20001,Rams2000,20001St. Louis Rams,1081368.0,528402.0,552966.0,65956.0,2000,10,6,540,471,69,4.3,-1.2,3.1,12.6,-9.5,Playoffs,No Superbowl
120,St. Louis Rams,San Francisco 49ers,St. Louis Rams,0,Sun,September 17,1:02PM,41,24,529,2,401,2,Rams,St. Louis,49ers,San Francisco,Rams20003,Rams2000,20003St. Louis Rams,1081368.0,528402.0,552966.0,65945.0,2000,10,6,540,471,69,4.3,-1.2,3.1,12.6,-9.5,Playoffs,No Superbowl
121,St. Louis Rams,San Diego Chargers,St. Louis Rams,0,Sun,October 1,1:02PM,57,31,614,0,381,2,Rams,St. Louis,Chargers,San Diego,Rams20005,Rams2000,20005St. Louis Rams,1081368.0,528402.0,552966.0,66010.0,2000,10,6,540,471,69,4.3,-1.2,3.1,12.6,-9.5,Playoffs,No Superbowl
122,St. Louis Rams,Atlanta Falcons,St. Louis Rams,0,Sun,October 15,1:02PM,45,29,529,1,259,1,Rams,St. Louis,Falcons,Atlanta,Rams20007,Rams2000,20007St. Louis Rams,1081368.0,528402.0,552966.0,66019.0,2000,10,6,540,471,69,4.3,-1.2,3.1,12.6,-9.5,Playoffs,No Superbowl
123,St. Louis Rams,Carolina Panthers,Carolina Panthers,0,Sun,November 5,8:35PM,27,24,268,2,426,2,Rams,St. Louis,Panthers,Carolina,Rams200010,Rams2000,200010St. Louis Rams,1081368.0,528402.0,552966.0,66048.0,2000,10,6,540,471,69,4.3,-1.2,3.1,12.6,-9.5,Playoffs,No Superbowl
124,St. Louis Rams,Washington Redskins,Washington Redskins,0,Mon,November 20,9:08PM,33,20,400,1,394,3,Rams,St. Louis,Redskins,Washington,Rams200012,Rams2000,200012St. Louis Rams,1081368.0,528402.0,552966.0,66087.0,2000,10,6,540,471,69,4.3,-1.2,3.1,12.6,-9.5,Playoffs,No Superbowl
125,St. Louis Rams,New Orleans Saints,New Orleans Saints,0,Sun,November 26,1:02PM,31,24,332,2,279,4,Rams,St. Louis,Saints,New Orleans,Rams200013,Rams2000,200013St. Louis Rams,1081368.0,528402.0,552966.0,66064.0,2000,10,6,540,471,69,4.3,-1.2,3.1,12.6,-9.5,Playoffs,No Superbowl
126,St. Louis Rams,Minnesota Vikings,St. Louis Rams,0,Sun,December 10,4:15PM,40,29,508,0,312,0,Rams,St. Louis,Vikings,Minnesota,Rams200015,Rams2000,200015St. Louis Rams,1081368.0,528402.0,552966.0,66273.0,2000,10,6,540,471,69,4.3,-1.2,3.1,12.6,-9.5,Playoffs,No Superbowl
127,Cincinnati Bengals,Cleveland Browns,Cleveland Browns,0,Sun,September 10,1:00PM,24,7,354,1,318,3,Bengals,Cincinnati,Browns,Cleveland,Bengals20002,Bengals2000,20002Cincinnati Bengals,967434.0,469992.0,497442.0,64006.0,2000,4,12,185,359,-174,-10.9,0.4,-10.5,-8.1,-2.4,No Playoffs,No Superbowl
128,Cincinnati Bengals,Miami Dolphins,Miami Dolphins,0,Sun,October 1,4:05PM,31,16,302,2,350,1,Bengals,Cincinnati,Dolphins,Miami,Bengals20005,Bengals2000,20005Cincinnati Bengals,967434.0,469992.0,497442.0,61535.0,2000,4,12,185,359,-174,-10.9,0.4,-10.5,-8.1,-2.4,No Playoffs,No Superbowl
129,Cincinnati Bengals,Tennessee Titans,Tennessee Titans,0,Sun,October 8,1:00PM,23,14,417,2,213,2,Bengals,Cincinnati,Titans,Tennessee,Bengals20006,Bengals2000,20006Cincinnati Bengals,967434.0,469992.0,497442.0,63406.0,2000,4,12,185,359,-174,-10.9,0.4,-10.5,-8.1,-2.4,No Playoffs,No Superbowl
130,Cincinnati Bengals,Denver Broncos,Cincinnati Bengals,0,Sun,October 22,1:00PM,31,21,421,1,500,3,Bengals,Cincinnati,Broncos,Denver,Bengals20008,Bengals2000,20008Cincinnati Bengals,967434.0,469992.0,497442.0,61603.0,2000,4,12,185,359,-174,-10.9,0.4,-10.5,-8.1,-2.4,No Playoffs,No Superbowl
131,Cincinnati Bengals,Baltimore Ravens,Baltimore Ravens,0,Sun,November 5,1:03PM,27,7,378,0,174,1,Bengals,Cincinnati,Ravens,Baltimore,Bengals200010,Bengals2000,200010Cincinnati Bengals,967434.0,469992.0,497442.0,54759.0,2000,4,12,185,359,-174,-10.9,0.4,-10.5,-8.1,-2.4,No Playoffs,No Superbowl
132,Cincinnati Bengals,Pittsburgh Steelers,Pittsburgh Steelers,0,Sun,November 26,1:02PM,48,28,372,0,309,3,Bengals,Cincinnati,Steelers,Pittsburgh,Bengals200013,Bengals2000,200013Cincinnati Bengals,967434.0,469992.0,497442.0,63925.0,2000,4,12,185,359,-174,-10.9,0.4,-10.5,-8.1,-2.4,No Playoffs,No Superbowl
133,Cincinnati Bengals,Arizona Cardinals,Cincinnati Bengals,0,Sun,December 3,1:02PM,24,13,398,1,340,2,Bengals,Cincinnati,Cardinals,Arizona,Bengals200014,Bengals2000,200014Cincinnati Bengals,967434.0,469992.0,497442.0,50289.0,2000,4,12,185,359,-174,-10.9,0.4,-10.5,-8.1,-2.4,No Playoffs,No Superbowl
134,Cincinnati Bengals,Jacksonville Jaguars,Cincinnati Bengals,0,Sun,December 17,1:02PM,17,14,263,4,276,1,Bengals,Cincinnati,Jaguars,Jacksonville,Bengals200016,Bengals2000,200016Cincinnati Bengals,967434.0,469992.0,497442.0,50469.0,2000,4,12,185,359,-174,-10.9,0.4,-10.5,-8.1,-2.4,No Playoffs,No Superbowl
135,Indianapolis Colts,Oakland Raiders,Oakland Raiders,0,Sun,September 10,1:00PM,38,31,359,0,462,3,Colts,Indianapolis,Raiders,Oakland,Colts20002,Colts2000,20002Indianapolis Colts,1008013.0,454319.0,553694.0,56769.0,2000,10,6,429,326,103,6.4,1.5,7.9,7.1,0.8,Playoffs,No Superbowl
136,Indianapolis Colts,Jacksonville Jaguars,Indianapolis Colts,0,Mon,September 25,9:00PM,43,14,533,1,286,2,Colts,Indianapolis,Jaguars,Jacksonville,Colts20004,Colts2000,20004Indianapolis Colts,1008013.0,454319.0,553694.0,56816.0,2000,10,6,429,326,103,6.4,1.5,7.9,7.1,0.8,Playoffs,No Superbowl
137,Indianapolis Colts,New England Patriots,Indianapolis Colts,0,Sun,October 22,1:00PM,30,23,398,1,386,1,Colts,Indianapolis,Patriots,New England,Colts20008,Colts2000,20008Indianapolis Colts,1008013.0,454319.0,553694.0,56828.0,2000,10,6,429,326,103,6.4,1.5,7.9,7.1,0.8,Playoffs,No Superbowl
138,Indianapolis Colts,Detroit Lions,Indianapolis Colts,0,Sun,October 29,2:00PM,30,18,420,5,328,4,Colts,Indianapolis,Lions,Detroit,Colts20009,Colts2000,20009Indianapolis Colts,1008013.0,454319.0,553694.0,56971.0,2000,10,6,429,326,103,6.4,1.5,7.9,7.1,0.8,Playoffs,No Superbowl
139,Indianapolis Colts,New York Jets,Indianapolis Colts,0,Sun,November 12,8:35PM,23,15,358,1,367,2,Colts,Indianapolis,Jets,New York,Colts200011,Colts2000,200011Indianapolis Colts,1008013.0,454319.0,553694.0,56657.0,2000,10,6,429,326,103,6.4,1.5,7.9,7.1,0.8,Playoffs,No Superbowl
140,Indianapolis Colts,Miami Dolphins,Miami Dolphins,0,Sun,November 26,4:15PM,17,14,253,0,353,1,Colts,Indianapolis,Dolphins,Miami,Colts200013,Colts2000,200013Indianapolis Colts,1008013.0,454319.0,553694.0,56935.0,2000,10,6,429,326,103,6.4,1.5,7.9,7.1,0.8,Playoffs,No Superbowl
141,Indianapolis Colts,Buffalo Bills,Indianapolis Colts,0,Mon,December 11,9:00PM,44,20,237,0,294,3,Colts,Indianapolis,Bills,Buffalo,Colts200015,Colts2000,200015Indianapolis Colts,1008013.0,454319.0,553694.0,56671.0,2000,10,6,429,326,103,6.4,1.5,7.9,7.1,0.8,Playoffs,No Superbowl
142,Indianapolis Colts,Minnesota Vikings,Indianapolis Colts,0,Sun,December 24,4:15PM,31,10,411,1,236,1,Colts,Indianapolis,Vikings,Minnesota,Colts200017,Colts2000,200017Indianapolis Colts,1008013.0,454319.0,553694.0,56672.0,2000,10,6,429,326,103,6.4,1.5,7.9,7.1,0.8,Playoffs,No Superbowl
143,Tampa Bay Buccaneers,Chicago Bears,Tampa Bay Buccaneers,0,Sun,September 10,1:01PM,41,0,327,0,165,4,Buccaneers,Tampa Bay,Bears,Chicago,Buccaneers20002,Buccaneers2000,20002Tampa Bay Buccaneers,1080729.0,524775.0,555954.0,65569.0,2000,10,6,388,269,119,7.4,-0.1,7.3,3.4,3.9,Playoffs,No Superbowl
144,Tampa Bay Buccaneers,New York Jets,New York Jets,0,Sun,September 24,4:15PM,21,17,296,3,239,4,Buccaneers,Tampa Bay,Jets,New York,Buccaneers20004,Buccaneers2000,20004Tampa Bay Buccaneers,1080729.0,524775.0,555954.0,65619.0,2000,10,6,388,269,119,7.4,-0.1,7.3,3.4,3.9,Playoffs,No Superbowl
145,Tampa Bay Buccaneers,Detroit Lions,Detroit Lions,0,Thu,October 19,8:35PM,28,14,277,0,258,4,Buccaneers,Tampa Bay,Lions,Detroit,Buccaneers20008,Buccaneers2000,20008Tampa Bay Buccaneers,1080729.0,524775.0,555954.0,65557.0,2000,10,6,388,269,119,7.4,-0.1,7.3,3.4,3.9,Playoffs,No Superbowl
146,Tampa Bay Buccaneers,Minnesota Vikings,Tampa Bay Buccaneers,0,Sun,October 29,1:01PM,41,13,413,0,401,3,Buccaneers,Tampa Bay,Vikings,Minnesota,Buccaneers20009,Buccaneers2000,20009Tampa Bay Buccaneers,1080729.0,524775.0,555954.0,65589.0,2000,10,6,388,269,119,7.4,-0.1,7.3,3.4,3.9,Playoffs,No Superbowl
147,Tampa Bay Buccaneers,Green Bay Packers,Tampa Bay Buccaneers,0,Sun,November 12,4:15PM,20,15,272,1,302,1,Buccaneers,Tampa Bay,Packers,Green Bay,Buccaneers200011,Buccaneers2000,200011Tampa Bay Buccaneers,1080729.0,524775.0,555954.0,65621.0,2000,10,6,388,269,119,7.4,-0.1,7.3,3.4,3.9,Playoffs,No Superbowl
148,Tampa Bay Buccaneers,Buffalo Bills,Tampa Bay Buccaneers,0,Sun,November 26,1:00PM,31,17,180,0,433,2,Buccaneers,Tampa Bay,Bills,Buffalo,Buccaneers200013,Buccaneers2000,200013Tampa Bay Buccaneers,1080729.0,524775.0,555954.0,65546.0,2000,10,6,388,269,119,7.4,-0.1,7.3,3.4,3.9,Playoffs,No Superbowl
149,Tampa Bay Buccaneers,Dallas Cowboys,Tampa Bay Buccaneers,0,Sun,December 3,1:01PM,27,7,301,1,266,4,Buccaneers,Tampa Bay,Cowboys,Dallas,Buccaneers200014,Buccaneers2000,200014Tampa Bay Buccaneers,1080729.0,524775.0,555954.0,65621.0,2000,10,6,388,269,119,7.4,-0.1,7.3,3.4,3.9,Playoffs,No Superbowl
150,Tampa Bay Buccaneers,St. Louis Rams,Tampa Bay Buccaneers,0,Mon,December 18,9:00PM,38,35,446,2,388,3,Buccaneers,Tampa Bay,Rams,St. Louis,Buccaneers200016,Buccaneers2000,200016Tampa Bay Buccaneers,1080729.0,524775.0,555954.0,65653.0,2000,10,6,388,269,119,7.4,-0.1,7.3,3.4,3.9,Playoffs,No Superbowl
151,Baltimore Ravens,Jacksonville Jaguars,Baltimore Ravens,0,Sun,September 10,1:02PM,39,36,331,2,421,4,Ravens,Baltimore,Jaguars,Jacksonville,Ravens20002,Ravens2000,20002Baltimore Ravens,1062373.0,551695.0,510678.0,68843.0,2000,12,4,333,165,168,10.5,-2.5,8.0,0.0,8.0,Playoffs,Won Superbowl
152,Baltimore Ravens,Cincinnati Bengals,Baltimore Ravens,0,Sun,September 24,1:02PM,37,0,391,1,94,4,Ravens,Baltimore,Bengals,Cincinnati,Ravens20004,Ravens2000,20004Baltimore Ravens,1062373.0,551695.0,510678.0,68481.0,2000,12,4,333,165,168,10.5,-2.5,8.0,0.0,8.0,Playoffs,Won Superbowl
153,Baltimore Ravens,Tennessee Titans,Tennessee Titans,0,Sun,October 22,1:02PM,14,6,191,2,368,4,Ravens,Baltimore,Titans,Tennessee,Ravens20008,Ravens2000,20008Baltimore Ravens,1062373.0,551695.0,510678.0,69200.0,2000,12,4,333,165,168,10.5,-2.5,8.0,0.0,8.0,Playoffs,Won Superbowl
154,Baltimore Ravens,Pittsburgh Steelers,Pittsburgh Steelers,0,Sun,October 29,1:02PM,9,6,231,1,274,3,Ravens,Baltimore,Steelers,Pittsburgh,Ravens20009,Ravens2000,20009Baltimore Ravens,1062373.0,551695.0,510678.0,69405.0,2000,12,4,333,165,168,10.5,-2.5,8.0,0.0,8.0,Playoffs,Won Superbowl
