,home_team,away_team,winner,tie,day,date,time,pts_win,pts_loss,yds_win,turnovers_win,yds_loss,turnovers_loss,home_team_name,home_team_city,away_team_name,away_team_city,AttendanceID,StandingsID,gameID,total,home,away,weekly_attendance,year,wins,loss,points_for,points_against,points_differential,margin_of_victory,strength_of_schedule,simple_rating,offensive_ranking,defensive_ranking,playoffs,sb_winner
4929,Cincinnati Bengals,Denver Broncos,Denver Broncos,0,Sun,December 2,1:00PM,24,10,361,1,313,3,Bengals,Cincinnati,Broncos,Denver,Bengals201813,Bengals2018,201813Cincinnati Bengals,911289.0,406028.0,505261.0,44392.0,2018,6,10,368,455,-87,-5.4,2.0,-3.4,0.0,-3.4,No Playoffs,No Superbowl
4930,Cincinnati Bengals,Oakland Raiders,Cincinnati Bengals,0,Sun,December 16,1:00PM,30,16,294,1,297,2,Bengals,Cincinnati,Raiders,Oakland,Bengals201815,Bengals2018,201815Cincinnati Bengals,911289.0,406028.0,505261.0,44568.0,2018,6,10,368,455,-87,-5.4,2.0,-3.4,0.0,-3.4,No Playoffs,No Superbowl
4931,Tampa Bay Buccaneers,Philadelphia Eagles,Tampa Bay Buccaneers,0,Sun,September 16,1:00PM,27,21,436,2,412,2,Buccaneers,Tampa Bay,Eagles,Philadelphia,Buccaneers20182,Buccaneers2018,20182Tampa Bay Buccaneers,999843.0,434855.0,564988.0,56552.0,2018,5,11,396,464,-68,-4.3,1.7,-2.6,2.0,-4.6,No Playoffs,No Superbowl
4932,Tampa Bay Buccaneers,Pittsburgh Steelers,Pittsburgh Steelers,0,Mon,September 24,8:15PM,30,27,413,1,455,4,Buccaneers,Tampa Bay,Steelers,Pittsburgh,Buccaneers20183,Buccaneers2018,20183Tampa Bay Buccaneers,999843.0,434855.0,564988.0,62571.0,2018,5,11,396,464,-68,-4.3,1.7,-2.6,2.0,-4.6,No Playoffs,No Superbowl
4933,Tampa Bay Buccaneers,Cleveland Browns,Tampa Bay Buccaneers,0,Sun,October 21,1:00PM,26,23,456,4,305,1,Buccaneers,Tampa Bay,Browns,Cleveland,Buccaneers20187,Buccaneers2018,20187Tampa Bay Buccaneers,999843.0,434855.0,564988.0,53682.0,2018,5,11,396,464,-68,-4.3,1.7,-2.6,2.0,-4.6,No Playoffs,No Superbowl
4934,Tampa Bay Buccaneers,Washington Redskins,Washington Redskins,0,Sun,November 11,1:00PM,16,3,286,0,501,4,Buccaneers,Tampa Bay,Redskins,Washington,Buccaneers201810,Buccaneers2018,201810Tampa Bay Buccaneers,999843.0,434855.0,564988.0,52667.0,2018,5,11,396,464,-68,-4.3,1.7,-2.6,2.0,-4.6,No Playoffs,No Superbowl
4935,Tampa Bay Buccaneers,San Francisco 49ers,Tampa Bay Buccaneers,0,Sun,November 25,1:00PM,27,9,412,0,342,2,Buccaneers,Tampa Bay,49ers,San Francisco,Buccaneers201812,Buccaneers2018,201812Tampa Bay Buccaneers,999843.0,434855.0,564988.0,50436.0,2018,5,11,396,464,-68,-4.3,1.7,-2.6,2.0,-4.6,No Playoffs,No Superbowl
4936,Tampa Bay Buccaneers,Carolina Panthers,Tampa Bay Buccaneers,0,Sun,December 2,1:00PM,24,17,315,1,444,4,Buccaneers,Tampa Bay,Panthers,Carolina,Buccaneers201813,Buccaneers2018,201813Tampa Bay Buccaneers,999843.0,434855.0,564988.0,52568.0,2018,5,11,396,464,-68,-4.3,1.7,-2.6,2.0,-4.6,No Playoffs,No Superbowl
4937,Tampa Bay Buccaneers,New Orleans Saints,New Orleans Saints,0,Sun,December 9,1:00PM,28,14,298,2,279,1,Buccaneers,Tampa Bay,Saints,New Orleans,Buccaneers201814,Buccaneers2018,201814Tampa Bay Buccaneers,999843.0,434855.0,564988.0,53495.0,2018,5,11,396,464,-68,-4.3,1.7,-2.6,2.0,-4.6,No Playoffs,No Superbowl
4938,Tampa Bay Buccaneers,Atlanta Falcons,Atlanta Falcons,0,Sun,December 30,1:00PM,34,32,489,1,433,1,Buccaneers,Tampa Bay,Falcons,Atlanta,Buccaneers201817,Buccaneers2018,201817Tampa Bay Buccaneers,999843.0,434855.0,564988.0,52884.0,2018,5,11,396,464,-68,-4.3,1.7,-2.6,2.0,-4.6,No Playoffs,No Superbowl
4939,Atlanta Falcons,Carolina Panthers,Atlanta Falcons,0,Sun,September 16,1:00PM,31,24,442,1,439,1,Falcons,Atlanta,Panthers,Carolina,Falcons20182,Falcons2018,20182Atlanta Falcons,1119143.0,583184.0,535959.0,72528.0,2018,7,9,414,423,-9,-0.6,0.4,-0.1,2.5,-2.6,No Playoffs,No Superbowl
4940,Atlanta Falcons,New Orleans Saints,New Orleans Saints,0,Sun,September 23,1:00PM,43,37,534,0,407,0,Falcons,Atlanta,Saints,New Orleans,Falcons20183,Falcons2018,20183Atlanta Falcons,1119143.0,583184.0,535959.0,74457.0,2018,7,9,414,423,-9,-0.6,0.4,-0.1,2.5,-2.6,No Playoffs,No Superbowl
4941,Atlanta Falcons,Cincinnati Bengals,Cincinnati Bengals,0,Sun,September 30,1:00PM,37,36,407,1,495,0,Falcons,Atlanta,Bengals,Cincinnati,Falcons20184,Falcons2018,20184Atlanta Falcons,1119143.0,583184.0,535959.0,71985.0,2018,7,9,414,423,-9,-0.6,0.4,-0.1,2.5,-2.6,No Playoffs,No Superbowl
4942,Atlanta Falcons,Tampa Bay Buccaneers,Atlanta Falcons,0,Sun,October 14,1:00PM,34,29,417,0,510,2,Falcons,Atlanta,Buccaneers,Tampa Bay,Falcons20186,Falcons2018,20186Atlanta Falcons,1119143.0,583184.0,535959.0,72665.0,2018,7,9,414,423,-9,-0.6,0.4,-0.1,2.5,-2.6,No Playoffs,No Superbowl
4943,Atlanta Falcons,New York Giants,Atlanta Falcons,0,Mon,October 22,8:15PM,23,20,423,1,433,0,Falcons,Atlanta,Giants,New York,Falcons20187,Falcons2018,20187Atlanta Falcons,1119143.0,583184.0,535959.0,72756.0,2018,7,9,414,423,-9,-0.6,0.4,-0.1,2.5,-2.6,No Playoffs,No Superbowl
4944,Atlanta Falcons,Dallas Cowboys,Dallas Cowboys,0,Sun,November 18,1:00PM,22,19,323,0,354,1,Falcons,Atlanta,Cowboys,Dallas,Falcons201811,Falcons2018,201811Atlanta Falcons,1119143.0,583184.0,535959.0,74447.0,2018,7,9,414,423,-9,-0.6,0.4,-0.1,2.5,-2.6,No Playoffs,No Superbowl
4945,Atlanta Falcons,Baltimore Ravens,Baltimore Ravens,0,Sun,December 2,1:00PM,26,16,366,1,131,1,Falcons,Atlanta,Ravens,Baltimore,Falcons201813,Falcons2018,201813Atlanta Falcons,1119143.0,583184.0,535959.0,72262.0,2018,7,9,414,423,-9,-0.6,0.4,-0.1,2.5,-2.6,No Playoffs,No Superbowl
4946,Atlanta Falcons,Arizona Cardinals,Atlanta Falcons,0,Sun,December 16,1:00PM,40,14,435,0,253,3,Falcons,Atlanta,Cardinals,Arizona,Falcons201815,Falcons2018,201815Atlanta Falcons,1119143.0,583184.0,535959.0,72084.0,2018,7,9,414,423,-9,-0.6,0.4,-0.1,2.5,-2.6,No Playoffs,No Superbowl
4947,Pittsburgh Steelers,Kansas City Chiefs,Kansas City Chiefs,0,Sun,September 16,1:00PM,42,37,449,1,475,0,Steelers,Pittsburgh,Chiefs,Kansas City,Steelers20182,Steelers2018,20182Pittsburgh Steelers,1040509.0,507651.0,532858.0,63956.0,2018,9,6,428,360,68,4.3,1.3,5.6,3.9,1.7,No Playoffs,No Superbowl
4948,Pittsburgh Steelers,Baltimore Ravens,Baltimore Ravens,0,Sun,September 30,8:20PM,26,14,451,1,284,2,Steelers,Pittsburgh,Ravens,Baltimore,Steelers20184,Steelers2018,20184Pittsburgh Steelers,1040509.0,507651.0,532858.0,62030.0,2018,9,6,428,360,68,4.3,1.3,5.6,3.9,1.7,No Playoffs,No Superbowl
4949,Pittsburgh Steelers,Atlanta Falcons,Pittsburgh Steelers,0,Sun,October 7,1:00PM,41,17,381,1,324,1,Steelers,Pittsburgh,Falcons,Atlanta,Steelers20185,Steelers2018,20185Pittsburgh Steelers,1040509.0,507651.0,532858.0,64781.0,2018,9,6,428,360,68,4.3,1.3,5.6,3.9,1.7,No Playoffs,No Superbowl
4950,Pittsburgh Steelers,Cleveland Browns,Pittsburgh Steelers,0,Sun,October 28,1:00PM,33,18,421,2,237,1,Steelers,Pittsburgh,Browns,Cleveland,Steelers20188,Steelers2018,20188Pittsburgh Steelers,1040509.0,507651.0,532858.0,63780.0,2018,9,6,428,360,68,4.3,1.3,5.6,3.9,1.7,No Playoffs,No Superbowl
4951,Pittsburgh Steelers,Carolina Panthers,Pittsburgh Steelers,0,Thu,November 8,8:20PM,52,21,457,0,242,2,Steelers,Pittsburgh,Panthers,Carolina,Steelers201810,Steelers2018,201810Pittsburgh Steelers,1040509.0,507651.0,532858.0,62881.0,2018,9,6,428,360,68,4.3,1.3,5.6,3.9,1.7,No Playoffs,No Superbowl
4952,Pittsburgh Steelers,Los Angeles Chargers,Los Angeles Chargers,0,Sun,December 2,8:20PM,33,30,371,0,336,1,Steelers,Pittsburgh,Chargers,Los Angeles,Steelers201813,Steelers2018,201813Pittsburgh Steelers,1040509.0,507651.0,532858.0,61069.0,2018,9,6,428,360,68,4.3,1.3,5.6,3.9,1.7,No Playoffs,No Superbowl
4953,Pittsburgh Steelers,New England Patriots,Pittsburgh Steelers,0,Sun,December 16,4:25PM,17,10,376,2,368,1,Steelers,Pittsburgh,Patriots,New England,Steelers201815,Steelers2018,201815Pittsburgh Steelers,1040509.0,507651.0,532858.0,65280.0,2018,9,6,428,360,68,4.3,1.3,5.6,3.9,1.7,No Playoffs,No Superbowl
4954,Pittsburgh Steelers,Cincinnati Bengals,Pittsburgh Steelers,0,Sun,December 30,4:25PM,16,13,343,1,196,0,Steelers,Pittsburgh,Bengals,Cincinnati,Steelers201817,Steelers2018,201817Pittsburgh Steelers,1040509.0,507651.0,532858.0,63874.0,2018,9,6,428,360,68,4.3,1.3,5.6,3.9,1.7,No Playoffs,No Superbowl
4955,New York Jets,Miami Dolphins,Miami Dolphins,0,Sun,September 16,1:00PM,20,12,257,2,362,3,Jets,New York,Dolphins,Miami,Jets20182,Jets2018,20182New York Jets,1130823.0,623856.0,506967.0,77982.0,2018,4,12,333,441,-108,-6.8,-1.1,-7.8,-2.0,-5.9,No Playoffs,No Superbowl
4956,New York Jets,Denver Broncos,New York Jets,0,Sun,October 7,1:00PM,34,16,512,2,436,1,Jets,New York,Broncos,Denver,Jets20185,Jets2018,20185New York Jets,1130823.0,623856.0,506967.0,77982.0,2018,4,12,333,441,-108,-6.8,-1.1,-7.8,-2.0,-5.9,No Playoffs,No Superbowl
4957,New York Jets,Indianapolis Colts,New York Jets,0,Sun,October 14,1:00PM,42,34,374,2,428,4,Jets,New York,Colts,Indianapolis,Jets20186,Jets2018,20186New York Jets,1130823.0,623856.0,506967.0,77982.0,2018,4,12,333,441,-108,-6.8,-1.1,-7.8,-2.0,-5.9,No Playoffs,No Superbowl
4958,New York Jets,Minnesota Vikings,Minnesota Vikings,0,Sun,October 21,1:00PM,37,17,316,0,263,4,Jets,New York,Vikings,Minnesota,Jets20187,Jets2018,20187New York Jets,1130823.0,623856.0,506967.0,77982.0,2018,4,12,333,441,-108,-6.8,-1.1,-7.8,-2.0,-5.9,No Playoffs,No Superbowl
4959,New York Jets,Buffalo Bills,Buffalo Bills,0,Sun,November 11,1:00PM,41,10,451,0,199,2,Jets,New York,Bills,Buffalo,Jets201810,Jets2018,201810New York Jets,1130823.0,623856.0,506967.0,77982.0,2018,4,12,333,441,-108,-6.8,-1.1,-7.8,-2.0,-5.9,No Playoffs,No Superbowl
4960,New York Jets,New England Patriots,New England Patriots,0,Sun,November 25,1:00PM,27,13,498,0,338,1,Jets,New York,Patriots,New England,Jets201812,Jets2018,201812New York Jets,1130823.0,623856.0,506967.0,77982.0,2018,4,12,333,441,-108,-6.8,-1.1,-7.8,-2.0,-5.9,No Playoffs,No Superbowl
4961,New York Jets,Houston Texans,Houston Texans,0,Sat,December 15,4:30PM,29,22,286,0,318,1,Jets,New York,Texans,Houston,Jets201815,Jets2018,201815New York Jets,1130823.0,623856.0,506967.0,77982.0,2018,4,12,333,441,-108,-6.8,-1.1,-7.8,-2.0,-5.9,No Playoffs,No Superbowl
4962,New York Jets,Green Bay Packers,Green Bay Packers,0,Sun,December 23,1:00PM,44,38,540,1,370,0,Jets,New York,Packers,Green Bay,Jets201816,Jets2018,201816New York Jets,1130823.0,623856.0,506967.0,77982.0,2018,4,12,333,441,-108,-6.8,-1.1,-7.8,-2.0,-5.9,No Playoffs,No Superbowl
4963,Tennessee Titans,Houston Texans,Tennessee Titans,0,Sun,September 16,1:00PM,20,17,283,0,437,1,Titans,Tennessee,Texans,Houston,Titans20182,Titans2018,20182Tennessee Titans,1092094.0,516161.0,575933.0,62372.0,2018,9,7,310,303,7,0.4,-0.2,0.2,-3.2,3.5,No Playoffs,No Superbowl
4964,Tennessee Titans,Philadelphia Eagles,Tennessee Titans,0,Sun,September 30,1:00PM,26,23,397,1,432,1,Titans,Tennessee,Eagles,Philadelphia,Titans20184,Titans2018,20184Tennessee Titans,1092094.0,516161.0,575933.0,69013.0,2018,9,7,310,303,7,0.4,-0.2,0.2,-3.2,3.5,No Playoffs,No Superbowl
4965,Tennessee Titans,Baltimore Ravens,Baltimore Ravens,0,Sun,October 14,4:25PM,21,0,361,1,106,0,Titans,Tennessee,Ravens,Baltimore,Titans20186,Titans2018,20186Tennessee Titans,1092094.0,516161.0,575933.0,64441.0,2018,9,7,310,303,7,0.4,-0.2,0.2,-3.2,3.5,No Playoffs,No Superbowl
4966,Tennessee Titans,New England Patriots,Tennessee Titans,0,Sun,November 11,1:00PM,34,10,385,0,284,0,Titans,Tennessee,Patriots,New England,Titans201810,Titans2018,201810Tennessee Titans,1092094.0,516161.0,575933.0,69363.0,2018,9,7,310,303,7,0.4,-0.2,0.2,-3.2,3.5,No Playoffs,No Superbowl
4967,Tennessee Titans,New York Jets,Tennessee Titans,0,Sun,December 2,4:05PM,26,22,403,1,280,1,Titans,Tennessee,Jets,New York,Titans201813,Titans2018,201813Tennessee Titans,1092094.0,516161.0,575933.0,60904.0,2018,9,7,310,303,7,0.4,-0.2,0.2,-3.2,3.5,No Playoffs,No Superbowl
4968,Tennessee Titans,Jacksonville Jaguars,Tennessee Titans,0,Thu,December 6,8:20PM,30,9,426,1,255,1,Titans,Tennessee,Jaguars,Jacksonville,Titans201814,Titans2018,201814Tennessee Titans,1092094.0,516161.0,575933.0,60344.0,2018,9,7,310,303,7,0.4,-0.2,0.2,-3.2,3.5,No Playoffs,No Superbowl
4969,Tennessee Titans,Washington Redskins,Tennessee Titans,0,Sat,December 22,4:30PM,25,16,291,0,292,2,Titans,Tennessee,Redskins,Washington,Titans201816,Titans2018,201816Tennessee Titans,1092094.0,516161.0,575933.0,60746.0,2018,9,7,310,303,7,0.4,-0.2,0.2,-3.2,3.5,No Playoffs,No Superbowl
4970,Tennessee Titans,Indianapolis Colts,Indianapolis Colts,0,Sun,December 30,8:20PM,33,17,436,2,258,3,Titans,Tennessee,Colts,Indianapolis,Titans201817,Titans2018,201817Tennessee Titans,1092094.0,516161.0,575933.0,68978.0,2018,9,7,310,303,7,0.4,-0.2,0.2,-3.2,3.5,No Playoffs,No Superbowl
4971,Washington Redskins,Indianapolis Colts,Indianapolis Colts,0,Sun,September 16,1:00PM,21,9,281,2,334,1,Redskins,Washington,Colts,Indianapolis,Redskins20182,Redskins2018,20182Washington Redskins,1043167.0,488227.0,554940.0,57013.0,2018,7,9,281,359,-78,-4.9,-0.1,-4.9,-5.6,0.6,No Playoffs,No Superbowl
4972,Washington Redskins,Green Bay Packers,Washington Redskins,0,Sun,September 23,1:00PM,31,17,386,1,340,1,Redskins,Washington,Packers,Green Bay,Redskins20183,Redskins2018,20183Washington Redskins,1043167.0,488227.0,554940.0,59827.0,2018,7,9,281,359,-78,-4.9,-0.1,-4.9,-5.6,0.6,No Playoffs,No Superbowl
4973,Washington Redskins,Carolina Panthers,Washington Redskins,0,Sun,October 14,1:00PM,23,17,288,0,350,3,Redskins,Washington,Panthers,Carolina,Redskins20186,Redskins2018,20186Washington Redskins,1043167.0,488227.0,554940.0,60482.0,2018,7,9,281,359,-78,-4.9,-0.1,-4.9,-5.6,0.6,No Playoffs,No Superbowl
4974,Washington Redskins,Dallas Cowboys,Washington Redskins,0,Sun,October 21,4:25PM,20,17,305,0,323,2,Redskins,Washington,Cowboys,Dallas,Redskins20187,Redskins2018,20187Washington Redskins,1043167.0,488227.0,554940.0,66301.0,2018,7,9,281,359,-78,-4.9,-0.1,-4.9,-5.6,0.6,No Playoffs,No Superbowl
4975,Washington Redskins,Atlanta Falcons,Atlanta Falcons,0,Sun,November 4,1:00PM,38,14,491,1,366,1,Redskins,Washington,Falcons,Atlanta,Redskins20189,Redskins2018,20189Washington Redskins,1043167.0,488227.0,554940.0,62386.0,2018,7,9,281,359,-78,-4.9,-0.1,-4.9,-5.6,0.6,No Playoffs,No Superbowl
4976,Washington Redskins,Houston Texans,Houston Texans,0,Sun,November 18,1:00PM,23,21,320,3,278,2,Redskins,Washington,Texans,Houston,Redskins201811,Redskins2018,201811Washington Redskins,1043167.0,488227.0,554940.0,61593.0,2018,7,9,281,359,-78,-4.9,-0.1,-4.9,-5.6,0.6,No Playoffs,No Superbowl
4977,Washington Redskins,New York Giants,New York Giants,0,Sun,December 9,1:00PM,40,16,402,1,288,3,Redskins,Washington,Giants,New York,Redskins201814,Redskins2018,201814Washington Redskins,1043167.0,488227.0,554940.0,57437.0,2018,7,9,281,359,-78,-4.9,-0.1,-4.9,-5.6,0.6,No Playoffs,No Superbowl
4978,Washington Redskins,Philadelphia Eagles,Philadelphia Eagles,0,Sun,December 30,4:25PM,24,0,360,1,89,1,Redskins,Washington,Eagles,Philadelphia,Redskins201817,Redskins2018,201817Washington Redskins,1043167.0,488227.0,554940.0,63188.0,2018,7,9,281,359,-78,-4.9,-0.1,-4.9,-5.6,0.6,No Playoffs,No Superbowl
4979,Buffalo Bills,Los Angeles Chargers,Los Angeles Chargers,0,Sun,September 16,1:00PM,31,20,349,0,293,2,Bills,Buffalo,Chargers,Los Angeles,Bills20182,Bills2018,20182Buffalo Bills,1072899.0,519695.0,553204.0,69187.0,2018,6,10,269,374,-105,-6.6,-0.3,-6.9,-6.3,-0.6,No Playoffs,No Superbowl
4980,Buffalo Bills,Tennessee Titans,Buffalo Bills,0,Sun,October 7,1:00PM,13,12,223,1,221,3,Bills,Buffalo,Titans,Tennessee,Bills20185,Bills2018,20185Buffalo Bills,1072899.0,519695.0,553204.0,68202.0,2018,6,10,269,374,-105,-6.6,-0.3,-6.9,-6.3,-0.6,No Playoffs,No Superbowl
4981,Buffalo Bills,New England Patriots,New England Patriots,0,Mon,October 29,8:15PM,25,6,387,0,333,2,Bills,Buffalo,Patriots,New England,Bills20188,Bills2018,20188Buffalo Bills,1072899.0,519695.0,553204.0,70109.0,2018,6,10,269,374,-105,-6.6,-0.3,-6.9,-6.3,-0.6,No Playoffs,No Superbowl
4982,Buffalo Bills,Chicago Bears,Chicago Bears,0,Sun,November 4,1:00PM,41,9,190,1,264,4,Bills,Buffalo,Bears,Chicago,Bills20189,Bills2018,20189Buffalo Bills,1072899.0,519695.0,553204.0,68749.0,2018,6,10,269,374,-105,-6.6,-0.3,-6.9,-6.3,-0.6,No Playoffs,No Superbowl
4983,Buffalo Bills,Jacksonville Jaguars,Buffalo Bills,0,Sun,November 25,1:00PM,24,21,327,0,333,2,Bills,Buffalo,Jaguars,Jacksonville,Bills201812,Bills2018,201812Buffalo Bills,1072899.0,519695.0,553204.0,57799.0,2018,6,10,269,374,-105,-6.6,-0.3,-6.9,-6.3,-0.6,No Playoffs,No Superbowl
4984,Buffalo Bills,New York Jets,New York Jets,0,Sun,December 9,1:00PM,27,23,248,2,368,3,Bills,Buffalo,Jets,New York,Bills201814,Bills2018,201814Buffalo Bills,1072899.0,519695.0,553204.0,59119.0,2018,6,10,269,374,-105,-6.6,-0.3,-6.9,-6.3,-0.6,No Playoffs,No Superbowl
4985,Buffalo Bills,Detroit Lions,Buffalo Bills,0,Sun,December 16,1:00PM,14,13,312,0,313,0,Bills,Buffalo,Lions,Detroit,Bills201815,Bills2018,201815Buffalo Bills,1072899.0,519695.0,553204.0,59110.0,2018,6,10,269,374,-105,-6.6,-0.3,-6.9,-6.3,-0.6,No Playoffs,No Superbowl
4986,Buffalo Bills,Miami Dolphins,Buffalo Bills,0,Sun,December 30,1:00PM,42,17,381,1,225,4,Bills,Buffalo,Dolphins,Miami,Bills201817,Bills2018,201817Buffalo Bills,1072899.0,519695.0,553204.0,67420.0,2018,6,10,269,374,-105,-6.6,-0.3,-6.9,-6.3,-0.6,No Playoffs,No Superbowl
4987,San Francisco 49ers,Detroit Lions,San Francisco 49ers,0,Sun,September 16,4:05PM,30,27,346,0,427,1,49ers,San Francisco,Lions,Detroit,49ers20182,49ers2018,20182San Francisco 49ers,1052454.0,553190.0,499264.0,70164.0,2018,4,12,342,435,-93,-5.8,0.3,-5.5,-2.5,-3.1,No Playoffs,No Superbowl
4988,San Francisco 49ers,Arizona Cardinals,Arizona Cardinals,0,Sun,October 7,4:25PM,28,18,220,0,447,5,49ers,San Francisco,Cardinals,Arizona,49ers20185,49ers2018,20185San Francisco 49ers,1052454.0,553190.0,499264.0,68337.0,2018,4,12,342,435,-93,-5.8,0.3,-5.5,-2.5,-3.1,No Playoffs,No Superbowl
4989,San Francisco 49ers,Los Angeles Rams,Los Angeles Rams,0,Sun,October 21,4:25PM,39,10,339,0,228,4,49ers,San Francisco,Rams,Los Angeles,49ers20187,49ers2018,20187San Francisco 49ers,1052454.0,553190.0,499264.0,66597.0,2018,4,12,342,435,-93,-5.8,0.3,-5.5,-2.5,-3.1,No Playoffs,No Superbowl
4990,San Francisco 49ers,Oakland Raiders,San Francisco 49ers,0,Thu,November 1,8:20PM,34,3,405,0,242,0,49ers,San Francisco,Raiders,Oakland,49ers20189,49ers2018,20189San Francisco 49ers,1052454.0,553190.0,499264.0,69592.0,2018,4,12,342,435,-93,-5.8,0.3,-5.5,-2.5,-3.1,No Playoffs,No Superbowl
4991,San Francisco 49ers,New York Giants,New York Giants,0,Mon,November 12,8:15PM,27,23,277,0,374,2,49ers,San Francisco,Giants,New York,49ers201810,49ers2018,201810San Francisco 49ers,1052454.0,553190.0,499264.0,69409.0,2018,4,12,342,435,-93,-5.8,0.3,-5.5,-2.5,-3.1,No Playoffs,No Superbowl
4992,San Francisco 49ers,Denver Broncos,San Francisco 49ers,0,Sun,December 9,4:05PM,20,14,389,1,274,0,49ers,San Francisco,Broncos,Denver,49ers201814,49ers2018,201814San Francisco 49ers,1052454.0,553190.0,499264.0,69449.0,2018,4,12,342,435,-93,-5.8,0.3,-5.5,-2.5,-3.1,No Playoffs,No Superbowl
4993,San Francisco 49ers,Seattle Seahawks,San Francisco 49ers,0,Sun,December 16,4:05PM,26,23,351,1,385,0,49ers,San Francisco,Seahawks,Seattle,49ers201815,49ers2018,201815San Francisco 49ers,1052454.0,553190.0,499264.0,68836.0,2018,4,12,342,435,-93,-5.8,0.3,-5.5,-2.5,-3.1,No Playoffs,No Superbowl
4994,San Francisco 49ers,Chicago Bears,Chicago Bears,0,Sun,December 23,4:05PM,14,9,325,2,279,1,49ers,San Francisco,Bears,Chicago,49ers201816,49ers2018,201816San Francisco 49ers,1052454.0,553190.0,499264.0,70806.0,2018,4,12,342,435,-93,-5.8,0.3,-5.5,-2.5,-3.1,No Playoffs,No Superbowl
4995,Los Angeles Rams,Arizona Cardinals,Los Angeles Rams,0,Sun,September 16,4:05PM,34,0,432,1,137,1,Rams,Los Angeles,Cardinals,Arizona,Rams20182,Rams2018,20182Los Angeles Rams,1102409.0,579439.0,522970.0,66515.0,2018,13,3,527,384,143,8.9,-0.4,8.5,9.5,-1.1,Playoffs,No Superbowl
4996,Los Angeles Rams,Los Angeles Chargers,Los Angeles Rams,0,Sun,September 23,4:05PM,35,23,521,2,356,2,Rams,Los Angeles,Chargers,Los Angeles,Rams20183,Rams2018,20183Los Angeles Rams,1102409.0,579439.0,522970.0,68947.0,2018,13,3,527,384,143,8.9,-0.4,8.5,9.5,-1.1,Playoffs,No Superbowl
4997,Los Angeles Rams,Minnesota Vikings,Los Angeles Rams,0,Thu,September 27,8:20PM,38,31,556,0,446,1,Rams,Los Angeles,Vikings,Minnesota,Rams20184,Rams2018,20184Los Angeles Rams,1102409.0,579439.0,522970.0,72027.0,2018,13,3,527,384,143,8.9,-0.4,8.5,9.5,-1.1,Playoffs,No Superbowl
4998,Los Angeles Rams,Green Bay Packers,Los Angeles Rams,0,Sun,October 28,4:25PM,29,27,416,0,359,1,Rams,Los Angeles,Packers,Green Bay,Rams20188,Rams2018,20188Los Angeles Rams,1102409.0,579439.0,522970.0,75822.0,2018,13,3,527,384,143,8.9,-0.4,8.5,9.5,-1.1,Playoffs,No Superbowl
4999,Los Angeles Rams,Seattle Seahawks,Los Angeles Rams,0,Sun,November 11,4:25PM,36,31,456,0,414,1,Rams,Los Angeles,Seahawks,Seattle,Rams201810,Rams2018,201810Los Angeles Rams,1102409.0,579439.0,522970.0,72755.0,2018,13,3,527,384,143,8.9,-0.4,8.5,9.5,-1.1,Playoffs,No Superbowl
5000,Los Angeles Rams,Kansas City Chiefs,Los Angeles Rams,0,Mon,November 19,8:15PM,54,51,455,2,546,5,Rams,Los Angeles,Chiefs,Kansas City,Rams201811,Rams2018,201811Los Angeles Rams,1102409.0,579439.0,522970.0,77002.0,2018,13,3,527,384,143,8.9,-0.4,8.5,9.5,-1.1,Playoffs,No Superbowl
5001,Los Angeles Rams,Philadelphia Eagles,Philadelphia Eagles,0,Sun,December 16,8:20PM,30,23,381,1,407,3,Rams,Los Angeles,Eagles,Philadelphia,Rams201815,Rams2018,201815Los Angeles Rams,1102409.0,579439.0,522970.0,74210.0,2018,13,3,527,384,143,8.9,-0.4,8.5,9.5,-1.1,Playoffs,No Superbowl
5002,Los Angeles Rams,San Francisco 49ers,Los Angeles Rams,0,Sun,December 30,4:25PM,48,32,377,0,391,4,Rams,Los Angeles,49ers,San Francisco,Rams201817,Rams2018,201817Los Angeles Rams,1102409.0,579439.0,522970.0,72161.0,2018,13,3,527,384,143,8.9,-0.4,8.5,9.5,-1.1,Playoffs,No Superbowl
5004,Jacksonville Jaguars,New England Patriots,Jacksonville Jaguars,0,Sun,September 16,4:25PM,31,20,480,2,302,1,Jaguars,Jacksonville,Patriots,New England,Jaguars20182,Jaguars2018,20182Jacksonville Jaguars,1109899.0,552589.0,557310.0,68527.0,2018,5,11,245,316,-71,-4.4,0.4,-4.0,-8.1,4.0,No Playoffs,No Superbowl
5005,Jacksonville Jaguars,Tennessee Titans,Tennessee Titans,0,Sun,September 23,1:00PM,9,6,233,0,232,1,Jaguars,Jacksonville,Titans,Tennessee,Jaguars20183,Jaguars2018,20183Jacksonville Jaguars,1109899.0,552589.0,557310.0,64015.0,2018,5,11,245,316,-71,-4.4,0.4,-4.0,-8.1,4.0,No Playoffs,No Superbowl
5006,Jacksonville Jaguars,New York Jets,Jacksonville Jaguars,0,Sun,September 30,1:00PM,31,12,503,3,178,0,Jaguars,Jacksonville,Jets,New York,Jaguars20184,Jaguars2018,20184Jacksonville Jaguars,1109899.0,552589.0,557310.0,65353.0,2018,5,11,245,316,-71,-4.4,0.4,-4.0,-8.1,4.0,No Playoffs,No Superbowl
